model,image_id,total_questions,hallucinated_questions,no_hallucination_questions,hallucination_rate,balance_score
Phi4-VL,AMBER_859.jpg,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,AMBER_953.jpg,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_chart_14_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_chart_14_2.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_illusion_0_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_illusion_11_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_illusion_11_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_illusion_1_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_illusion_25_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_illusion_5_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_10_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_11_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_12_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_14_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_16_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_16_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_17_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_5_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_5_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_math_6_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_table_0_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_table_0_2.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_video_12_0.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_video_12_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_video_12_2.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,hallusionbench_video_2_1.png,3,2,1,0.6666666666666666,0.16666666666666663
Phi4-VL,AMBER_113.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_127.jpg,6,2,4,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_130.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_134.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_242.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_257.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_270.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_297.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_299.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_345.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_349.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_401.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_419.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_427.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_433.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_480.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_487.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_495.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_533.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_540.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_543.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_552.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_562.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_588.jpg,6,2,4,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_625.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_636.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_664.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_666.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_67.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_682.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_690.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_693.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_696.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_722.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_728.jpg,6,2,4,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_735.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_754.jpg,6,2,4,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_759.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_766.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_800.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_810.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_862.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_883.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_948.jpg,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_illusion_5_1.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_map_8_2.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_math_0_0.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_math_0_1.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_math_10_0.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_math_11_1.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_math_13_0.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_math_14_0.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_math_15_1.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_table_2_3.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_table_5_2.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_video_13_0.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_video_2_0.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,hallusionbench_video_9_0.png,3,1,2,0.3333333333333333,0.16666666666666669
Phi4-VL,AMBER_228.jpg,7,2,5,0.2857142857142857,0.2142857142857143
Phi4-VL,AMBER_102.jpg,8,2,6,0.25,0.25
Phi4-VL,AMBER_135.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_141.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_143.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_144.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_173.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_175.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_185.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_19.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_200.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_224.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_233.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_234.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_250.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_283.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_287.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_295.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_3.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_309.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_332.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_344.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_357.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_37.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_400.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_403.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_413.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_426.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_430.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_443.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_472.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_498.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_512.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_523.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_527.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_529.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_530.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_545.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_548.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_554.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_559.jpg,8,2,6,0.25,0.25
Phi4-VL,AMBER_566.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_570.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_575.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_585.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_601.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_612.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_615.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_63.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_631.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_643.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_656.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_660.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_669.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_69.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_699.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_731.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_740.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_76.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_778.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_805.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_82.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_833.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_861.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_908.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_914.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_918.jpg,4,1,3,0.25,0.25
Phi4-VL,AMBER_967.jpg,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_chart_10_2.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_chart_1_1.png,8,2,6,0.25,0.25
Phi4-VL,hallusionbench_chart_4_1.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_chart_5_1.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_chart_5_2.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_map_0_1.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_table_6_1.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_table_6_3.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_10_0.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_video_10_1.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_10_2.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_11_0.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_11_1.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_video_11_2.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_14_0.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_14_1.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_video_14_2.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_18_0.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_video_18_1.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_18_2.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_6_0.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_video_7_1.png,4,3,1,0.75,0.25
Phi4-VL,hallusionbench_video_8_0.png,4,1,3,0.25,0.25
Phi4-VL,hallusionbench_video_8_1.png,4,3,1,0.75,0.25
Phi4-VL,AMBER_1002.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_107.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_11.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_110.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_114.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_168.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_206.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_214.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_218.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_247.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_254.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_338.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_367.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_389.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_452.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_457.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_491.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_505.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_532.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_544.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_546.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_565.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_609.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_611.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_622.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_726.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_745.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_749.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_783.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_834.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_848.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_943.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_945.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_975.jpg,5,1,4,0.2,0.3
Phi4-VL,AMBER_109.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_199.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_249.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_305.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_31.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_319.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_368.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_371.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_372.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_374.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_414.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_418.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_465.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_473.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_490.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_497.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_504.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_579.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_614.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_673.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_68.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_7.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_720.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_790.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_799.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_817.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_852.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_938.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_96.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_99.jpg,6,1,5,0.16666666666666666,0.33333333333333337
Phi4-VL,AMBER_108.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_131.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_20.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_223.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_264.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_291.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_358.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_415.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_510.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_57.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_637.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_645.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_652.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_680.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_712.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_801.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_845.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_98.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_989.jpg,7,1,6,0.14285714285714285,0.35714285714285715
Phi4-VL,AMBER_47.jpg,8,1,7,0.125,0.375
Phi4-VL,AMBER_539.jpg,8,1,7,0.125,0.375
Phi4-VL,AMBER_58.jpg,8,1,7,0.125,0.375
Phi4-VL,AMBER_60.jpg,8,1,7,0.125,0.375
Phi4-VL,AMBER_140.jpg,9,1,8,0.1111111111111111,0.3888888888888889
Phi4-VL,AMBER_211.jpg,10,1,9,0.1,0.4
Phi4-VL,AMBER_89.jpg,11,1,10,0.09090909090909091,0.40909090909090906
Qwen2.5-VL-7B,AMBER_307.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,AMBER_639.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,AMBER_844.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,AMBER_869.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,AMBER_946.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_chart_20_2.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_illusion_10_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_illusion_19_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_illusion_30_0.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_illusion_30_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_illusion_7_0.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_map_5_1.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_map_5_2.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_map_7_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_map_7_2.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_math_1_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_math_4_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_math_7_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_math_9_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_ocr_20_0.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_ocr_20_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_ocr_7_0.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_table_6_3.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_table_9_2.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_video_10_1.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_video_11_2.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_video_14_2.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_video_16_1.png,2,1,1,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_video_18_1.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_video_18_2.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_video_4_2.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,hallusionbench_video_7_1.png,4,2,2,0.5,0.0
Qwen2.5-VL-7B,mme_artwork_22667.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_artwork_34109.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0032138_shot_0395_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0047396_shot_0333_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0062622_shot_0291_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0064115_shot_0367_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0065214_shot_0366_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0066026_shot_0085_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0070047_shot_0255_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0073629_shot_0700_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0074285_shot_0535_img_1.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0075148_shot_0618_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0077416_shot_1442_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0078788_shot_1434_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0079417_shot_0735_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0079945_shot_1411_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0080684_shot_1574_img_2.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0083907_shot_0633_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0087469_shot_0049_img_2.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0088993_shot_0569_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0090605_shot_0344_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0091042_shot_0098_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0091738_shot_0073_img_1.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0091867_shot_0422_img_2.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0092099_shot_0455_img_1.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0093565_shot_0409_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0093748_shot_0346_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0093779_shot_1047_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0094226_shot_0237_img_2.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0095016_shot_1170_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0095765_shot_0008_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0096754_shot_0570_img_1.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0096874_shot_0647_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0096895_shot_0819_img_1.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0097576_shot_1010_img_2.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0098635_shot_0556_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0100157_shot_0365_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0102492_shot_0086_img_0.jpg,2,1,1,0.5,0.0
Qwen2.5-VL-7B,mme_celebrity_tt0103064_shot_1206_img_0.jpg,2,1,1,0.5,0.0
